lastname,firstname,Ccode,Word Count,year,quarter,i1,i2,i3,i4a,i4b,i5ap,i5pr,i5re,i5op,i5th,i5pu,p1,p2,p3,p4,p5,name
Castro,Fidel,40,15583,1984,1,0.28,0.076666667,0.12112,0.72,0.7,0.43,0.05,0.16,0.13,0.04,0.19,0.09148265,-0.029442692,0.077749803,0.239808153,0.981354963,Fidel Castro
Castro,Fidel,40,29766,1984,2,0.47107438,0.223140496,0.175466157,0.52892562,0.578512397,0.495867769,0.049586777,0.190082645,0.132231405,0.033057851,0.099173554,0.313001605,0.187265918,0.10651974,0.162634409,0.982676225,Fidel Castro
Castro,Fidel,40,12379,1984,3,0.723076923,0.461538462,0.217230769,0.276923077,0.676923077,0.476923077,0.061538462,0.323076923,0.107692308,0.015384615,0.015384615,0.197324415,0.119286511,0.095607432,0.178571429,0.982927244,Fidel Castro
Castro,Fidel,40,79553,1984,4,0.542307692,0.276923077,0.173215976,0.457692308,0.669230769,0.482692308,0.053846154,0.234615385,0.094230769,0.034615385,0.1,0.3355445,0.179104478,0.094417722,0.22327179,0.978919186,Fidel Castro
Castro,Fidel,40,36370,1985,1,0.43718593,0.231155779,0.176929876,0.56281407,0.572864322,0.48241206,0.030150754,0.206030151,0.175879397,0.025125628,0.08040201,0.314814815,0.149305556,0.123778292,0.187206021,0.976827958,Fidel Castro
Castro,Fidel,40,30901,1985,2,0.542553191,0.34929078,0.13388411,0.457446809,0.925531915,0.361702128,0.058510638,0.35106383,0.085106383,0.031914894,0.111702128,0.349593496,0.197380307,0.112728314,0.203023758,0.977113474,Fidel Castro
Castro,Fidel,40,51155,1985,3,0.435064935,0.232683983,0.1445775,0.564935065,0.61038961,0.451298701,0.055194805,0.211038961,0.162337662,0.025974026,0.094155844,0.292402149,0.165259657,0.088588646,0.191185599,0.983063127,Fidel Castro
Castro,Fidel,40,32864,1985,4,0.659340659,0.353479853,0.205603188,0.340659341,0.714285714,0.5,0.06043956,0.269230769,0.06043956,0.021978022,0.087912088,0.451428571,0.271904762,0.11656,0.206349206,0.975947937,Fidel Castro
Castro,Fidel,40,45717,1986,4,0.38028169,0.237089202,0.099761952,0.61971831,0.676056338,0.38028169,0.059859155,0.25,0.169014085,0.052816901,0.088028169,0.375,0.231725146,0.111060134,0.237458194,0.973627861,Fidel Castro
Castro,Fidel,40,48232,1987,1,0.503030303,0.270707071,0.174743802,0.496969697,0.6,0.481818182,0.051515152,0.218181818,0.151515152,0.015151515,0.081818182,0.430020284,0.256254226,0.123440952,0.250759878,0.969045962,Fidel Castro
Castro,Fidel,40,67413,1987,2,0.482758621,0.216475096,0.195679746,0.517241379,0.603448276,0.514367816,0.037356322,0.189655172,0.120689655,0.025862069,0.112068966,0.336089781,0.195117149,0.112788038,0.170504655,0.980769115,Fidel Castro
Castro,Fidel,40,55717,1987,3,0.548571429,0.252380952,0.193090612,0.451428571,0.514285714,0.522857143,0.077142857,0.174285714,0.091428571,0.051428571,0.082857143,0.371428571,0.223973727,0.107155039,0.256410256,0.972524349,Fidel Castro
Castro,Fidel,40,27098,1987,4,0.562189055,0.293532338,0.215326353,0.437810945,0.587064677,0.52238806,0.039800995,0.218905473,0.134328358,0.009950249,0.074626866,0.476673428,0.263015551,0.146986822,0.28962536,0.957428889,Fidel Castro
Castro,Fidel,40,24811,1988,1,0.592592593,0.327160494,0.12037037,0.407407407,0.592592593,0.425925926,0.152777778,0.217592593,0.083333333,0.041666667,0.078703704,0.586073501,0.35589942,0.148526127,0.2946794,0.95623241,Fidel Castro
Castro,Fidel,40,28657,1988,2,0.482993197,0.240362812,0.158683882,0.517006803,0.612244898,0.476190476,0.054421769,0.210884354,0.115646259,0.047619048,0.095238095,0.413953488,0.210852713,0.115102217,0.254766031,0.970675865,Fidel Castro
Castro,Fidel,40,44136,1988,3,0.428571429,0.176538908,0.141706224,0.571428571,0.620209059,0.466898955,0.073170732,0.174216028,0.101045296,0.048780488,0.135888502,0.353179973,0.146594497,0.122137402,0.279727096,0.965834859,Fidel Castro
Castro,Fidel,40,59791,1988,4,0.392156863,0.178104575,0.136043829,0.607843137,0.745098039,0.43627451,0.044117647,0.215686275,0.12745098,0.019607843,0.156862745,0.28,0.155348837,0.099232363,0.275118004,0.97269939,Fidel Castro
Castro,Fidel,40,77207,1989,1,0.373873874,0.164414414,0.151631361,0.626126126,0.617117117,0.468468468,0.024774775,0.193693694,0.135135135,0.063063063,0.114864865,0.300442758,0.149272612,0.101851565,0.219259259,0.977668101,Fidel Castro
Castro,Fidel,40,43079,1989,2,0.622149837,0.293159609,0.235989772,0.377850163,0.566775244,0.553745928,0.055374593,0.201954397,0.068403909,0.039087948,0.081433225,0.562412342,0.333333333,0.164683921,0.300980392,0.950433369,Fidel Castro
Castro,Fidel,40,65323,1989,3,0.449856734,0.214899713,0.141563698,0.550143266,0.664756447,0.455587393,0.06017192,0.209169054,0.114613181,0.037249284,0.123209169,0.322195704,0.170511801,0.103027817,0.217310087,0.977611016,Fidel Castro
Castro,Fidel,40,82531,1989,4,0.504725898,0.245746692,0.164574169,0.495274102,0.661625709,0.47826087,0.058601134,0.215500945,0.105860113,0.026465028,0.115311909,0.30654569,0.173255563,0.093134592,0.25530888,0.976221912,Fidel Castro
Castro,Fidel,40,70413,1990,1,0.481632653,0.23537415,0.153682632,0.518367347,0.53877551,0.479591837,0.075510204,0.185714286,0.120408163,0.055102041,0.083673469,0.153089888,0.02738764,0.086789073,0.256008359,0.977781272,Fidel Castro
Castro,Fidel,40,21858,1990,2,0.353658537,0.154471545,0.192266508,0.646341463,0.475609756,0.506097561,0.018292683,0.152439024,0.195121951,0.042682927,0.085365854,0.292079208,0.084158416,0.135614155,0.288732394,0.9608438,Fidel Castro
Castro,Fidel,40,48121,1990,3,0.471810089,0.28090999,0.106537876,0.528189911,0.617210682,0.403560831,0.097922849,0.234421365,0.142433234,0.047477745,0.074183976,0.272335845,0.143882311,0.081775257,0.266192733,0.978232021,Fidel Castro
Castro,Fidel,40,52918,1990,4,0.414893617,0.218971631,0.131609325,0.585106383,0.574468085,0.444148936,0.063829787,0.199468085,0.159574468,0.045212766,0.087765957,0.286187845,0.152117864,0.096162388,0.293520687,0.97177435,Fidel Castro
Castro,Fidel,40,50736,1991,1,0.466666667,0.242666667,0.116663467,0.533333333,0.714666667,0.418666667,0.074666667,0.24,0.090666667,0.058666667,0.117333333,0.369721936,0.184346035,0.114915028,0.278603269,0.967984298,Fidel Castro
Castro,Fidel,40,24369,1991,2,0.465240642,0.213903743,0.142028654,0.534759358,0.449197861,0.475935829,0.106951872,0.14973262,0.112299465,0.080213904,0.07486631,0.179265659,0.035277178,0.081553769,0.287692308,0.976537608,Fidel Castro
Castro,Fidel,40,49469,1992,1,0.383647799,0.15932914,0.183671532,0.616352201,0.540880503,0.503144654,0.028301887,0.160377358,0.163522013,0.034591195,0.110062893,0.245033113,0.120782088,0.102322938,0.231272727,0.976335495,Fidel Castro
Castro,Fidel,40,53857,1992,2,0.434285714,0.211428571,0.121991837,0.565714286,0.731428571,0.425714286,0.062857143,0.228571429,0.1,0.045714286,0.137142857,0.363033175,0.216113744,0.100041778,0.24911032,0.975078561,Fidel Castro
Castro,Fidel,40,20366,1992,3,0.310734463,0.148775895,0.131743752,0.689265537,0.542372881,0.440677966,0.04519774,0.169491525,0.197740113,0.04519774,0.101694915,0.206185567,0.091065292,0.079004145,0.313274336,0.975250029,Fidel Castro
Castro,Fidel,40,54807,1992,4,0.450292398,0.212475634,0.1729763,0.549707602,0.649122807,0.485380117,0.029239766,0.210526316,0.125730994,0.035087719,0.114035088,0.195467422,0.068303431,0.108201387,0.244111349,0.973586813,Fidel Castro
Castro,Fidel,40,50710,1993,1,0.343653251,0.146542828,0.150433724,0.656346749,0.674922601,0.458204334,0.009287926,0.204334365,0.139318885,0.055727554,0.133126935,0.342618384,0.14917982,0.132034461,0.230714286,0.969537764,Fidel Castro
Castro,Fidel,40,6732,1993,3,0.56097561,0.260162602,0.31041047,0.43902439,0.390243902,0.609756098,0.024390244,0.146341463,0.170731707,0,0.048780488,0.401459854,0.216545012,0.110916938,0.230337079,0.974451717,Fidel Castro
Castro,Fidel,40,42061,1993,4,0.458689459,0.259259259,0.120637008,0.541310541,0.672364672,0.418803419,0.071225071,0.239316239,0.136752137,0.037037037,0.096866097,0.335416667,0.20625,0.10725,0.267734554,0.971285469,Fidel Castro
Ceausescu,Nicolae,360,4432,1972,1,0.428571429,0.071428571,0.253061224,0.571428571,0.285714286,0.571428571,0.142857143,0,0.071428571,0.071428571,0.142857143,0.247524752,0.138613861,0.07632585,0.12173913,0.990708157,Nicolae Ceausescu
Ceausescu,Nicolae,360,4642,1974,2,0.471698113,0.188679245,0.271199715,0.528301887,0.188679245,0.58490566,0.094339623,0.056603774,0.188679245,0.037735849,0.037735849,0.636363636,0.38047138,0.17037037,0.348684211,0.940594542,Nicolae Ceausescu
Chavez,Hugo,101,5165,2003,3,0.411764706,0.12745098,0.217301038,0.588235294,0.647058824,0.529411765,0.029411765,0.147058824,0.117647059,0,0.176470588,0.092307692,-0.097435897,0.146366864,0.207317073,0.96965565,Hugo Chavez
Chavez,Hugo,101,6198,2005,3,0.733333333,0.372222222,0.294,0.266666667,0.433333333,0.6,0.083333333,0.183333333,0.1,0,0.033333333,0.040540541,-0.092342342,0.122242513,0.288461538,0.964737737,Hugo Chavez
Chavez,Hugo,101,6597,2005,4,0.26984127,0.08994709,0.130461073,0.73015873,0.793650794,0.412698413,0.031746032,0.19047619,0.158730159,0,0.206349206,0.18128655,0.046783626,0.115050785,0.269230769,0.969024789,Hugo Chavez
Chavez,Hugo,101,4365,2006,3,0.466666667,0.188888889,0.224,0.533333333,0.666666667,0.533333333,0,0.2,0.1,0.033333333,0.133333333,0.09375,-0.0546875,0.121240234,0.189873418,0.976979702,Hugo Chavez
Chavez,Hugo,101,7118,2007,1,0.352112676,0.17370892,0.119222377,0.647887324,0.676056338,0.422535211,0.028169014,0.225352113,0.126760563,0.084507042,0.112676056,0.242857143,0.007142857,0.173346939,0.336492891,0.941669987,Hugo Chavez
Ciller,Tansu,640,5403,1995,2,0.568627451,0.385620915,0.19077278,0.431372549,0.980392157,0.37254902,0,0.411764706,0.078431373,0.039215686,0.098039216,0.112676056,0.068075117,0.082801032,0.264248705,0.978119935,Tansu Ciller
Desai ,Morarji,750,5216,1977,3,0.714285714,0.349206349,0.319727891,0.285714286,0.476190476,0.619047619,0.047619048,0.19047619,0.095238095,0,0.047619048,0.611650485,0.330097087,0.209350551,0.169354839,0.964545471,Morarji Desai 
Desai ,Morarji,750,6933,1978,2,0.851851852,0.407407407,0.456790123,0.148148148,0.518518519,0.703703704,0,0.222222222,0.037037037,0,0.037037037,0.643312102,0.469214437,0.200129823,0.14673913,0.970633124,Morarji Desai 
Desai ,Morarji,750,7409,1978,3,0.348837209,0.170542636,0.157598702,0.651162791,0.511627907,0.465116279,0.046511628,0.162790698,0.209302326,0.023255814,0.093023256,0.464566929,0.228346457,0.137702275,0.252941176,0.965169424,Morarji Desai 
Estrada,Joseph,840,5456,1999,3,0.617021277,0.382978723,0.147125396,0.382978723,0.680851064,0.425531915,0.106382979,0.276595745,0.127659574,0,0.063829787,0.45,0.2,0.153833333,0.281437126,0.956705589,Joseph Estrada
Estrada,Joseph,840,6209,2000,3,0.147540984,0.043715847,0.058962644,0.852459016,0.655737705,0.344262295,0.06557377,0.163934426,0.180327869,0.081967213,0.163934426,0.202312139,0.04238921,0.097784757,0.260683761,0.974509102,Joseph Estrada
Faure,Edgard,220,4389,1955,3,0.75,0.375,0.353125,0.25,0.625,0.625,0,0.25,0.0625,0,0.0625,0.12195122,0.048780488,0.096569502,0.115107914,0.988884086,Edgard Faure
Gaddafi,Muammar,620,4062,1979,4,0.2,0.175,0.0625,0.8,0.7,0.275,0.075,0.25,0.25,0.05,0.1,0.138211382,0.043360434,0.083402736,0.245398773,0.979533071,Muammar Gaddafi
Gaddafi,Muammar,620,12309,2009,3,0.098039216,0.009803922,0.17716263,0.901960784,0.392156863,0.441176471,0.029411765,0.078431373,0.31372549,0.019607843,0.117647059,-0.039164491,-0.140121845,0.115451056,0.210309278,0.975719572,Muammar Gaddafi
Gandhi,Indira ,750,9743,1982,1,0.323943662,0.107981221,0.156833962,0.676056338,0.788732394,0.450704225,0.014084507,0.197183099,0.126760563,0.014084507,0.197183099,0.264,0.166666667,0.0889216,0.221183801,0.980331983,Indira  Gandhi
Gandhi,Indira ,750,7885,1982,3,0.291666667,0.111111111,0.203125,0.708333333,0.416666667,0.5,0.041666667,0.104166667,0.25,0,0.104166667,0.14619883,0.072124756,0.087308916,0.219178082,0.980863799,Indira  Gandhi
Gandhi,Indira ,750,6281,1983,1,0.411764706,0.205882353,0.161245675,0.588235294,0.470588235,0.470588235,0.088235294,0.147058824,0.205882353,0,0.088235294,0.185185185,0.083950617,0.087407407,0.201183432,0.982415078,Indira  Gandhi
Gandhi,Indira ,750,6688,1983,3,0.28125,0.09375,0.220117187,0.71875,0.40625,0.515625,0.03125,0.09375,0.25,0,0.109375,0.130434783,0.033816425,0.061373661,0.316831683,0.98055488,Indira  Gandhi
Gandhi,Indira ,750,7097,1984,1,0.433962264,0.213836478,0.207974368,0.566037736,0.566037736,0.509433962,0.018867925,0.188679245,0.188679245,0,0.094339623,0.357142857,0.236111111,0.101955782,0.239819005,0.975549066,Indira  Gandhi
Gandhi,Rajiv,750,6803,1985,1,0.56,0.206666667,0.28096,0.44,0.36,0.6,0.1,0.08,0.12,0,0.1,0.213333333,0.066666667,0.11264,0.25,0.97184,Rajiv Gandhi
Gandhi,Rajiv,750,24835,1985,2,0.480314961,0.254593176,0.172819146,0.519685039,0.57480315,0.480314961,0.059055118,0.200787402,0.169291339,0.003937008,0.086614173,0.398633257,0.239939256,0.095857743,0.366522367,0.964865993,Rajiv Gandhi
Gandhi,Rajiv,750,7198,1986,1,0.169811321,0.050314465,0.089213243,0.830188679,0.830188679,0.339622642,0.056603774,0.188679245,0.188679245,0,0.226415094,0.311258278,0.154525386,0.08140871,0.259803922,0.978849698,Rajiv Gandhi
Gandhi,Rajiv,750,7985,1986,2,0.551724138,0.252873563,0.258739596,0.448275862,0.551724138,0.568965517,0.017241379,0.189655172,0.120689655,0.017241379,0.086206897,0.325842697,0.189138577,0.08420654,0.245762712,0.979305172,Rajiv Gandhi
Gorbachev,Mikhail,365,4911,1985,4,0.6,0.306666667,0.24736,0.4,0.4,0.56,0.08,0.16,0.16,0,0.04,0.151515152,-0.003367003,0.096663606,0.201612903,0.98051137,Mikhail Gorbachev
Gorbachev,Mikhail,365,5755,1986,2,0.795918367,0.353741497,0.416243232,0.204081633,0.408163265,0.693877551,0.040816327,0.163265306,0.040816327,0.020408163,0.040816327,0.308823529,0.110294118,0.135294118,0.264864865,0.964165342,Mikhail Gorbachev
Gorbachev,Mikhail,365,9659,1990,2,0.694915254,0.225988701,0.51806952,0.305084746,0.305084746,0.762711864,0.016949153,0.06779661,0.06779661,0,0.084745763,0.525423729,0.31826742,0.168438188,0.25,0.957890453,Mikhail Gorbachev
Guevara,Che,160,4069,1960,3,0.454545455,0.136363636,0.266115702,0.545454545,0.272727273,0.590909091,0.090909091,0.045454545,0.136363636,0.045454545,0.090909091,0.261904762,0.107142857,0.102721088,0.20754717,0.978680529,Che Guevara
Guevara,Che,160,4865,1960,4,0.534883721,0.248062016,0.197836668,0.465116279,0.930232558,0.465116279,0.023255814,0.279069767,0.046511628,0,0.186046512,0.232876712,0.136986301,0.089585288,0.227513228,0.979618162,Che Guevara
Guevara,Che,160,5547,1961,2,0,-0.166666667,0.25,1,0.5,0.5,0,0,0.25,0,0.25,-0.127071823,-0.158379374,0.083910748,0.021621622,0.998185714,Che Guevara
Guevara,Che,160,14678,1961,3,0.211267606,0.046948357,0.101606824,0.788732394,0.647887324,0.394366197,0.084507042,0.126760563,0.183098592,0.014084507,0.197183099,0.204134367,0.044788975,0.087683032,0.155021834,0.986407216,Che Guevara
Guevara,Che,160,4913,1962,4,0.421052632,0.140350877,0.306925208,0.578947368,0.421052632,0.605263158,0,0.105263158,0.184210526,0,0.105263158,0,-0.080321285,0.078879373,0.18627451,0.985306783,Che Guevara
Guevara,Che,160,8955,1964,1,0.545454545,0.166666667,0.276033058,0.454545455,0.545454545,0.590909091,0.045454545,0.136363636,0,0.090909091,0.136363636,0.142857143,0,0.086239024,0.078291815,0.99324819,Che Guevara
Guevara,Che,160,6686,1964,4,0.166666667,0.138888889,0.153703704,0.833333333,0.388888889,0.388888889,0.027777778,0.166666667,0.333333333,0.055555556,0.027777778,-0.178378378,-0.27027027,0.157598247,0.162895928,0.974327887,Che Guevara
Guevara,Che,160,4168,1965,1,0.5,0.270833333,0.19375,0.5,0.5,0.5,0.0625,0.1875,0.1875,0,0.0625,-0.019230769,-0.118589744,0.101997041,0.133333333,0.986400394,Che Guevara
Gustav,Husak,315,16780,1971,2,0.420289855,0.246376812,0.147069943,0.579710145,0.753623188,0.420289855,0.028985507,0.260869565,0.173913043,0,0.115942029,0.215258856,0.113533152,0.099115741,0.158256881,0.984314252,Husak Gustav
Gustav,Husak,315,4536,1981,2,0.666666667,0.333333333,0.266666667,0.333333333,1,0.5,0,0.333333333,0,0,0.166666667,0.324324324,0.202702703,0.142731921,0.075,0.989295106,Husak Gustav
Gustav,Husak,315,4899,1982,2,0.733333333,0.444444444,0.253333333,0.266666667,0.533333333,0.533333333,0.066666667,0.266666667,0.133333333,0,0,0.421686747,0.281124498,0.117549717,0.153061224,0.982007696,Husak Gustav
Gustav,Husak,315,20552,1986,2,0.558139535,0.341085271,0.198161168,0.441860465,0.534883721,0.488372093,0.046511628,0.244186047,0.174418605,0.023255814,0.023255814,0.444676409,0.282533055,0.111708892,0.152212389,0.982996523,Husak Gustav
Honeker ,Erich,265,6134,1983,1,0.885714286,0.39047619,0.44555102,0.114285714,0.285714286,0.714285714,0.114285714,0.114285714,0.028571429,0,0.028571429,0.338235294,0.112745098,0.104930796,0.204678363,0.978522937,Erich Honeker 
Honeker ,Erich,265,4295,1985,4,0.8,0.416666667,0.316,0.2,0.6,0.6,0.05,0.25,0.05,0,0.05,0.276190476,0.146031746,0.087238095,0.16,0.986041905,Erich Honeker 
Hussein,Saddam,645,8853,1980,3,0.236363636,0.078787879,0.180429752,0.763636364,0.327272727,0.490909091,0.036363636,0.090909091,0.236363636,0.072727273,0.072727273,0.212851406,0.021419009,0.133343011,0.180921053,0.975875442,Saddam Hussein
Hussein,Saddam,645,4976,1981,4,0.666666667,0.240740741,0.451851852,0.333333333,0.222222222,0.722222222,0.055555556,0.055555556,0.111111111,0,0.055555556,0.119047619,0.017857143,0.069132653,0.096774194,0.993309743,Saddam Hussein
Hussein,Saddam,645,6010,1982,1,0.714285714,0.371428571,0.296653061,0.285714286,0.285714286,0.6,0.114285714,0.142857143,0.142857143,0,0,0.228346457,0.005249344,0.168355137,0.216049383,0.963626977,Saddam Hussein
Hussein,Saddam,645,4574,1985,1,0.333333333,0.19047619,0.276190476,0.666666667,0.19047619,0.523809524,0.047619048,0.095238095,0.333333333,0,0,0.086206897,-0.014367816,0.056837099,0.153284672,0.991287744,Saddam Hussein
Hussein,Saddam,645,4307,1986,3,-0.411764706,-0.245098039,0.06366782,0.588235294,0.470588235,0.147058824,0.088235294,0.058823529,0.352941176,0.176470588,0.176470588,-0.030927835,-0.099656357,0.093973855,0.259541985,0.975609839,Saddam Hussein
Hussein,Saddam,645,4729,1987,1,0.333333333,0.177777778,0.131259259,0.666666667,0.8,0.4,0.022222222,0.244444444,0.177777778,0,0.155555556,-0.056910569,-0.119241192,0.057069205,0.267857143,0.984713606,Saddam Hussein
Hussein,Saddam,645,13018,1988,2,-0.052631579,-0.203947368,0.123995845,0.947368421,0.75,0.381578947,0.026315789,0.065789474,0.118421053,0.098684211,0.309210526,0,-0.112637363,0.083425915,0.294573643,0.975424924,Saddam Hussein
Hussein,Saddam,645,7503,1991,1,0.087719298,0.040935673,0.0677747,0.912280702,0.631578947,0.333333333,0.01754386,0.192982456,0.210526316,0.122807018,0.122807018,0.371134021,0.151202749,0.138420661,0.227091633,0.968565826,Saddam Hussein
Hussein,Saddam,645,4075,1996,1,0.647058824,0.450980392,0.111418685,0.352941176,0.588235294,0.352941176,0.176470588,0.294117647,0.117647059,0.058823529,0,0.009345794,-0.099688474,0.07911608,0.137096774,0.989153441,Saddam Hussein
Hussein,Saddam,645,5370,2003,1,0.818181818,0.333333333,0.623140496,0.181818182,0.181818182,0.818181818,0,0.090909091,0.090909091,0,0,0.225806452,0.088172043,0.085252862,0.06626506,0.994350714,Saddam Hussein
Izetbegovic,Aliija,346,4074,1991,3,0.052631579,-0.122807018,0.235457064,0.947368421,0.526315789,0.263157895,0,0.263157895,0,0,0.473684211,0.275362319,0.1352657,0.125897921,0.215909091,0.972817494,Aliija Izetbegovic
Izetbegovic,Aliija,346,4837,1993,1,0.538461538,0.188034188,0.420907298,0.461538462,0.205128205,0.692307692,0.025641026,0.051282051,0.179487179,0,0.051282051,0.06122449,-0.111111111,0.12625295,0.209677419,0.973527607,Aliija Izetbegovic
Jaruzelski,Wojciech,290,4321,1982,1,0.294117647,0.098039216,0.152941176,0.705882353,0.941176471,0.411764706,0,0.235294118,0.117647059,0,0.235294118,0.117647059,-0.058823529,0.116738754,0.111111111,0.987029027,Wojciech Jaruzelski
Jaruzelski,Wojciech,290,4927,1982,4,0.666666667,0.296296296,0.385185185,0.333333333,0.444444444,0.666666667,0,0.166666667,0.111111111,0,0.055555556,0.237113402,0.082474227,0.09473908,0.156521739,0.985171274,Wojciech Jaruzelski
Jayewardene ,Junius ,780,8281,1978,1,0.527272727,0.290909091,0.135206612,0.472727273,0.8,0.418181818,0.072727273,0.272727273,0.090909091,0.018181818,0.127272727,0.145454545,0.027272727,0.084033058,0.2,0.983193388,Junius  Jayewardene 
Jayewardene ,Junius ,780,7738,1978,2,0.820895522,0.482587065,0.196435732,0.179104478,0.597014925,0.47761194,0.164179104,0.268656716,0.044776119,0.014925373,0.029850746,0.563451777,0.338409475,0.15320673,0.253787879,0.961117989,Junius  Jayewardene 
Jayewardene ,Junius ,780,4294,1978,3,0.52173913,0.246376812,0.172022684,0.47826087,0.47826087,0.5,0.108695652,0.152173913,0.130434783,0.02173913,0.086956522,0.272727273,0.162878788,0.118904959,0.343283582,0.95918188,Junius  Jayewardene 
Khan,Yhya,770,4841,1971,3,0.47826087,0.188405797,0.260491493,0.52173913,0.608695652,0.565217391,0,0.173913043,0.130434783,0,0.130434783,0.184210526,0.032894737,0.103531856,0.131428571,0.986392956,Yhya Khan
Krushchev,Nakita,365,6682,1961,1,0.365853659,0.113821138,0.164782867,0.634146341,0.634146341,0.487804878,0.024390244,0.170731707,0.073170732,0.097560976,0.146341463,0.342995169,0.149758454,0.116992229,0.165322581,0.980658543,Nakita Krushchev
Kumaratunga,Chandrinka,780,5581,1995,3,0.407407407,0.049382716,0.269135802,0.592592593,0.740740741,0.555555556,0.037037037,0.111111111,0.037037037,0,0.259259259,0.2,0.072916667,0.080125,0.144385027,0.98843115,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,9984,1998,3,0.533333333,0.277777778,0.168,0.466666667,0.733333333,0.466666667,0.05,0.25,0.1,0.016666667,0.116666667,0.343629344,0.160875161,0.108957827,0.188087774,0.979506365,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,7847,2000,3,0.457142857,0.166666667,0.167346939,0.542857143,0.857142857,0.457142857,0.057142857,0.214285714,0.042857143,0.014285714,0.214285714,0.324444444,0.151111111,0.119028148,0.237288136,0.971756033,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,15051,2000,4,0.398058252,0.155339806,0.152568574,0.601941748,0.815533981,0.446601942,0.038834951,0.213592233,0.097087379,0.009708738,0.194174757,0.393442623,0.250455373,0.098933978,0.219616205,0.978272495,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,5509,2001,1,0.745454545,0.484848485,0.172495868,0.254545455,0.909090909,0.381818182,0.109090909,0.381818182,0.036363636,0.018181818,0.072727273,0.72,0.477777778,0.231466667,0.268292683,0.937899187,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,5659,2002,1,0.526315789,0.245614035,0.213850416,0.473684211,0.631578947,0.526315789,0.026315789,0.210526316,0.105263158,0.026315789,0.105263158,0.379310345,0.154022989,0.106435196,0.207650273,0.977898702,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,9705,2002,2,0.487179487,0.213675214,0.237869822,0.512820513,0.666666667,0.538461538,0,0.205128205,0.128205128,0,0.128205128,0.366795367,0.243243243,0.105022286,0.130872483,0.986255473,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,7751,2002,3,0.708333333,0.354166667,0.234375,0.291666667,0.625,0.541666667,0.083333333,0.229166667,0.041666667,0.020833333,0.083333333,0.428571429,0.19047619,0.156337998,0.181132075,0.971682174,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,8154,2002,4,0.25,0,0.178,0.75,0.75,0.475,0.025,0.125,0.1,0.025,0.25,0.504761905,0.311111111,0.139809524,0.16,0.977630476,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,4430,2003,2,0.739130435,0.376811594,0.314933837,0.260869565,0.52173913,0.608695652,0.043478261,0.217391304,0.086956522,0,0.043478261,0.557377049,0.327868852,0.163934426,0.15862069,0.973996608,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,5025,2004,1,0.641025641,0.324786325,0.266272189,0.358974359,0.615384615,0.564102564,0.025641026,0.230769231,0.102564103,0,0.076923077,0.464566929,0.262467192,0.13502387,0.234939759,0.968277525,Chandrinka Kumaratunga
